Subject,CondNumber,corr_resp,Stimulus.ACC,Stimulus.RESP,Stimulus.RT,target,preview1,preview3
48,10,1,1,1,495,NNENN,+++++,++n++
48,16,1,1,1,578,RRARR,++r++,++r++
48,15,1,1,1,459,EEAEE,++e++,++e++
48,1,1,1,1,460,++E++,+++++,+++++
48,12,1,1,1,489,++E++,++a++,++a++
48,3,1,1,1,432,EEAEE,+++++,+++++
48,3,5,1,5,592,RRNRR,+++++,+++++
48,16,1,1,1,589,RRERR,++r++,++r++
48,14,1,1,1,410,EEEEE,++e++,++e++
48,7,5,1,5,589,++N++,+++++,++e++
48,15,5,1,5,447,RRNRR,++r++,++r++
48,1,5,0,1,515,++R++,+++++,+++++
48,16,5,1,5,544,EENEE,++e++,++e++
48,12,5,1,5,640,++N++,++r++,++r++
48,1,1,1,1,360,++A++,+++++,+++++
48,10,5,1,5,619,AARAA,+++++,++a++
48,1,1,1,1,664,++E++,+++++,+++++
48,1,1,1,1,610,++A++,+++++,+++++
48,13,1,1,1,457,++A++,++n++,++n++
48,7,5,1,5,554,++R++,+++++,++a++
48,14,5,1,5,491,RRRRR,++r++,++r++
48,10,1,1,1,610,RRERR,+++++,++r++
48,13,5,1,5,488,++R++,++a++,++a++
48,9,5,1,5,597,RRNRR,+++++,++r++
48,16,5,1,5,627,AANAA,++a++,++a++
48,6,1,0,5,542,++E++,+++++,++a++
48,4,5,1,5,613,EENEE,+++++,+++++
48,14,5,1,5,529,NNNNN,++n++,++n++
48,7,1,1,1,487,++A++,+++++,++n++
48,10,1,1,1,535,NNANN,+++++,++n++
48,7,5,1,5,521,++N++,+++++,++e++
48,4,1,1,1,481,NNENN,+++++,+++++
48,6,5,1,5,767,++R++,+++++,++n++
48,4,5,1,5,691,EENEE,+++++,+++++
48,6,1,1,1,449,++A++,+++++,++e++
48,14,5,1,5,460,NNNNN,++n++,++n++
48,8,5,1,5,619,RRRRR,+++++,++r++
48,5,1,1,1,489,++A++,+++++,++a++
48,15,5,1,5,652,NNRNN,++n++,++n++
48,7,5,1,5,468,++N++,+++++,++a++
48,11,1,1,1,358,++A++,++a++,++a++
48,2,1,1,1,454,AAAAA,+++++,+++++
48,1,1,1,1,501,++A++,+++++,+++++
48,4,5,1,5,511,AANAA,+++++,+++++
48,1,1,1,1,629,++E++,+++++,+++++
48,6,1,1,1,526,++E++,+++++,++a++
48,4,1,1,1,601,NNANN,+++++,+++++
48,14,1,1,1,530,AAAAA,++a++,++a++
48,16,5,1,5,703,EEREE,++e++,++e++
48,9,5,1,5,718,RRNRR,+++++,++r++
48,12,1,1,1,701,++A++,++e++,++e++
48,8,5,1,5,841,NNNNN,+++++,++n++
48,13,1,1,1,491,++E++,++r++,++r++
48,10,5,1,5,727,EEREE,+++++,++e++
48,4,1,1,1,590,RRARR,+++++,+++++
48,13,1,0,5,683,++E++,++n++,++n++
48,13,5,1,5,662,++R++,++a++,++a++
48,2,5,1,5,524,RRRRR,+++++,+++++
48,1,1,1,1,701,++E++,+++++,+++++
48,4,1,1,1,464,RRERR,+++++,+++++
48,11,5,1,5,863,++R++,++r++,++r++
48,3,1,1,1,756,AAEAA,+++++,+++++
48,5,1,1,1,654,++E++,+++++,++e++
48,1,1,1,1,460,++A++,+++++,+++++
48,3,1,1,1,440,EEAEE,+++++,+++++
48,16,1,1,1,454,NNANN,++n++,++n++
48,16,1,1,1,718,RRERR,++r++,++r++
48,14,5,0,1,541,RRRRR,++r++,++r++
48,11,5,1,5,400,++N++,++n++,++n++
48,13,5,1,5,468,++N++,++e++,++e++
48,7,1,1,1,542,++E++,+++++,++r++
48,7,1,1,1,592,++A++,+++++,++r++
48,14,1,1,1,423,EEEEE,++e++,++e++
48,10,1,1,1,681,RRERR,+++++,++r++
48,1,1,1,1,1196,++A++,+++++,+++++
48,12,5,1,5,846,++R++,++n++,++n++
48,7,5,1,5,745,++R++,+++++,++a++
48,1,5,1,5,755,++N++,+++++,+++++
48,7,1,1,1,556,++A++,+++++,++n++
48,1,5,1,5,590,++N++,+++++,+++++
48,1,1,1,1,900,++E++,+++++,+++++
48,16,5,1,5,533,EENEE,++e++,++e++
48,9,1,1,1,734,AAEAA,+++++,++a++
48,10,5,1,5,572,EENEE,+++++,++e++
48,8,1,1,1,415,EEEEE,+++++,++e++
48,10,5,1,5,602,AARAA,+++++,++a++
48,1,5,1,5,600,++R++,+++++,+++++
48,16,5,1,5,641,AARAA,++a++,++a++
48,13,5,1,5,605,++N++,++a++,++a++
48,3,5,1,5,692,NNRNN,+++++,+++++
48,8,1,1,1,434,AAAAA,+++++,++a++
48,1,5,1,5,684,++R++,+++++,+++++
48,11,1,0,5,381,++E++,++e++,++e++
48,9,1,1,1,555,EEAEE,+++++,++e++
48,2,5,1,5,715,NNNNN,+++++,+++++
48,3,5,1,5,557,RRNRR,+++++,+++++
48,12,1,1,1,561,++E++,++a++,++a++
48,1,5,1,5,483,++N++,+++++,+++++
48,10,1,1,1,521,RRARR,+++++,++r++
48,12,5,1,5,481,++N++,++r++,++r++
48,1,1,1,1,488,++A++,+++++,+++++
48,1,5,1,5,491,++R++,+++++,+++++
48,9,5,1,5,501,NNRNN,+++++,++n++
48,16,1,1,1,623,NNENN,++n++,++n++
48,15,5,1,5,492,RRNRR,++r++,++r++
48,7,5,1,5,612,++R++,+++++,++e++
48,4,5,1,5,789,AARAA,+++++,+++++
48,6,5,1,5,471,++N++,+++++,++r++
48,13,1,1,1,340,++A++,++r++,++r++
48,2,1,1,1,562,EEEEE,+++++,+++++
48,1,1,1,1,420,++E++,+++++,+++++
48,7,1,1,1,517,++E++,+++++,++n++
48,1,5,1,5,595,++R++,+++++,+++++
48,5,5,1,5,452,++N++,+++++,++n++
48,15,1,1,1,480,EEAEE,++e++,++e++
48,1,5,1,5,397,++N++,+++++,+++++
48,10,1,1,1,506,NNENN,+++++,++n++
48,10,1,1,1,504,NNANN,+++++,++n++
48,15,1,1,1,554,AAEAA,++a++,++a++
48,16,1,1,1,546,RRARR,++r++,++r++
48,16,5,1,5,329,AANAA,++a++,++a++
48,5,5,1,5,518,++R++,+++++,++r++
48,10,5,1,5,513,AANAA,+++++,++a++
48,13,1,1,1,396,++A++,++n++,++n++
48,4,5,1,5,892,EEREE,+++++,+++++
48,13,5,1,5,480,++R++,++e++,++e++
48,9,5,1,5,765,NNRNN,+++++,++n++
48,12,5,1,5,782,++N++,++r++,++r++
48,1,5,1,5,973,++R++,+++++,+++++
48,9,1,1,1,558,AAEAA,+++++,++a++
48,1,5,1,5,643,++R++,+++++,+++++
48,2,1,1,1,804,EEEEE,+++++,+++++
48,4,1,1,1,542,RRARR,+++++,+++++
48,5,1,1,1,472,++A++,+++++,++a++
48,16,1,1,1,518,NNANN,++n++,++n++
48,10,5,1,5,702,EEREE,+++++,++e++
48,13,1,1,1,476,++A++,++r++,++r++
48,12,1,1,1,566,++E++,++a++,++a++
48,10,1,1,1,514,RRARR,+++++,++r++
48,1,1,1,1,455,++A++,+++++,+++++
48,1,5,1,5,788,++N++,+++++,+++++
48,16,1,1,1,592,NNENN,++n++,++n++
48,6,1,1,1,450,++A++,+++++,++e++
48,7,5,1,5,735,++N++,+++++,++e++
48,11,5,1,5,519,++R++,++r++,++r++
48,1,5,1,5,671,++N++,+++++,+++++
48,7,1,1,1,604,++E++,+++++,++r++
48,14,5,1,5,643,RRRRR,++r++,++r++
48,10,1,1,1,862,NNENN,+++++,++n++
48,1,1,1,1,659,++A++,+++++,+++++
48,13,5,1,5,632,++R++,++e++,++e++
48,16,5,1,5,514,AARAA,++a++,++a++
48,13,5,1,5,486,++R++,++a++,++a++
48,10,1,1,1,838,RRERR,+++++,++r++
48,13,5,1,5,480,++N++,++e++,++e++
48,8,5,1,5,744,NNNNN,+++++,++n++
48,7,5,1,5,562,++R++,+++++,++a++
48,1,5,1,5,952,++R++,+++++,+++++
48,10,5,1,5,736,EENEE,+++++,++e++
48,6,5,1,5,671,++R++,+++++,++n++
48,13,1,1,1,596,++E++,++r++,++r++
48,3,1,1,1,575,EEAEE,+++++,+++++
48,15,5,1,5,594,RRNRR,++r++,++r++
48,8,5,1,5,652,RRRRR,+++++,++r++
48,4,1,1,1,698,NNANN,+++++,+++++
48,6,1,1,1,604,++E++,+++++,++a++
48,9,1,1,1,526,EEAEE,+++++,++e++
48,1,1,1,1,698,++A++,+++++,+++++
48,4,1,1,1,552,RRERR,+++++,+++++
48,5,1,1,1,484,++E++,+++++,++e++
48,8,1,1,1,452,EEEEE,+++++,++e++
48,4,5,1,5,431,EENEE,+++++,+++++
48,15,1,1,1,664,AAEAA,++a++,++a++
48,1,5,1,5,506,++R++,+++++,+++++
48,7,1,1,1,583,++A++,+++++,++n++
48,10,5,1,5,599,AANAA,+++++,++a++
48,7,5,1,5,1386,++R++,+++++,++e++
48,9,5,1,5,530,RRNRR,+++++,++r++
48,1,5,1,5,600,++N++,+++++,+++++
48,11,1,1,1,450,++A++,++a++,++a++
48,5,5,1,5,712,++R++,+++++,++r++
48,7,5,1,5,731,++N++,+++++,++a++
48,13,1,1,1,640,++A++,++n++,++n++
48,16,5,1,5,641,EENEE,++e++,++e++
48,7,1,0,5,662,++E++,+++++,++n++
48,1,1,1,1,683,++E++,+++++,+++++
48,4,5,1,5,645,AARAA,+++++,+++++
48,13,5,1,5,541,++N++,++a++,++a++
48,3,1,1,1,627,AAEAA,+++++,+++++
48,1,1,1,1,452,++E++,+++++,+++++
48,16,5,1,5,535,EEREE,++e++,++e++
48,11,5,1,5,720,++N++,++n++,++n++
48,14,5,1,5,524,NNNNN,++n++,++n++
48,8,1,1,1,531,AAAAA,+++++,++a++
48,1,1,1,1,683,++E++,+++++,+++++
48,2,5,1,5,698,NNNNN,+++++,+++++
48,5,5,1,5,449,++N++,+++++,++n++
48,14,1,1,1,367,EEEEE,++e++,++e++
48,15,5,1,5,824,NNRNN,++n++,++n++
48,1,1,1,1,1208,++A++,+++++,+++++
48,4,5,1,5,711,AANAA,+++++,+++++
48,16,1,1,1,600,RRARR,++r++,++r++
48,16,1,1,1,542,RRERR,++r++,++r++
48,7,1,1,1,550,++A++,+++++,++r++
48,4,5,1,5,682,EEREE,+++++,+++++
48,3,5,1,5,585,NNRNN,+++++,+++++
48,3,5,1,5,613,RRNRR,+++++,+++++
48,14,1,1,1,409,AAAAA,++a++,++a++
48,2,5,1,5,705,RRRRR,+++++,+++++
48,11,1,1,1,750,++E++,++e++,++e++
48,10,1,1,1,801,NNANN,+++++,++n++
48,1,1,1,1,914,++E++,+++++,+++++
48,16,5,1,5,541,AANAA,++a++,++a++
48,13,1,1,1,642,++E++,++n++,++n++
48,15,1,1,1,524,EEAEE,++e++,++e++
48,12,5,1,5,903,++R++,++n++,++n++
48,1,5,1,5,623,++N++,+++++,+++++
48,6,5,1,5,539,++N++,+++++,++r++
48,12,1,1,1,603,++A++,++e++,++e++
48,4,1,1,1,928,NNENN,+++++,+++++
48,2,1,1,1,511,AAAAA,+++++,+++++
48,10,5,1,5,704,AARAA,+++++,++a++
48,11,5,1,5,476,++N++,++n++,++n++
48,6,5,1,5,895,++R++,+++++,++n++
48,1,5,1,5,1075,++N++,+++++,+++++
48,12,5,1,5,859,++R++,++n++,++n++
48,15,5,1,5,605,NNRNN,++n++,++n++
48,3,1,1,1,409,EEAEE,+++++,+++++
48,11,1,1,1,468,++E++,++e++,++e++
48,7,5,1,5,600,++R++,+++++,++e++
48,1,5,1,5,523,++N++,+++++,+++++
48,4,5,1,5,558,AANAA,+++++,+++++
48,7,1,1,1,690,++A++,+++++,++r++
48,14,5,1,5,607,RRRRR,++r++,++r++
48,14,5,1,5,449,NNNNN,++n++,++n++
48,5,1,1,1,600,++E++,+++++,++e++
48,3,5,1,5,570,RRNRR,+++++,+++++
48,10,1,1,1,523,NNANN,+++++,++n++
48,1,1,1,1,734,++E++,+++++,+++++
48,7,1,1,1,519,++A++,+++++,++n++
48,11,1,1,1,519,++A++,++a++,++a++
48,4,1,1,1,687,RRERR,+++++,+++++
48,4,5,1,5,760,AARAA,+++++,+++++
48,13,1,1,1,488,++A++,++n++,++n++
48,3,5,1,5,895,NNRNN,+++++,+++++
48,13,5,1,5,473,++R++,++e++,++e++
48,2,5,1,5,672,NNNNN,+++++,+++++
48,16,1,1,1,996,NNENN,++n++,++n++
48,9,1,1,1,641,AAEAA,+++++,++a++
48,12,5,1,5,603,++N++,++r++,++r++
48,13,5,1,5,459,++N++,++a++,++a++
48,1,5,1,5,554,++N++,+++++,+++++
48,1,5,1,5,854,++R++,+++++,+++++
48,9,5,1,5,589,RRNRR,+++++,++r++
48,1,1,1,1,623,++E++,+++++,+++++
48,4,5,1,5,643,EEREE,+++++,+++++
48,7,1,1,1,747,++E++,+++++,++n++
48,7,5,1,5,630,++R++,+++++,++a++
48,6,1,1,1,594,++A++,+++++,++e++
48,6,5,1,5,517,++N++,+++++,++r++
48,9,1,1,1,529,EEAEE,+++++,++e++
48,1,5,1,5,631,++N++,+++++,+++++
48,13,5,1,5,503,++N++,++e++,++e++
48,5,1,1,1,543,++A++,+++++,++a++
48,10,5,1,5,698,AARAA,+++++,++a++
48,2,1,1,1,548,AAAAA,+++++,+++++
48,13,5,1,5,601,++R++,++a++,++a++
48,2,5,1,5,694,RRRRR,+++++,+++++
48,13,1,1,1,618,++E++,++r++,++r++
48,4,1,1,1,649,NNANN,+++++,+++++
48,7,5,1,5,490,++N++,+++++,++a++
48,16,5,1,5,677,EEREE,++e++,++e++
48,1,1,1,1,1063,++E++,+++++,+++++
48,10,1,1,1,938,RRERR,+++++,++r++
48,10,5,1,5,576,EENEE,+++++,++e++
48,16,1,1,1,562,RRARR,++r++,++r++
48,10,5,1,5,674,EEREE,+++++,++e++
48,6,1,1,1,643,++E++,+++++,++a++
48,8,1,1,1,538,AAAAA,+++++,++a++
48,16,5,1,5,643,EENEE,++e++,++e++
48,10,1,1,1,712,NNENN,+++++,++n++
48,1,5,1,5,1309,++R++,+++++,+++++
48,1,1,1,1,513,++A++,+++++,+++++
48,5,5,1,5,492,++N++,+++++,++n++
48,16,1,1,1,452,NNANN,++n++,++n++
48,13,1,1,1,752,++A++,++r++,++r++
48,9,5,1,5,723,NNRNN,+++++,++n++
48,14,1,1,1,428,AAAAA,++a++,++a++
48,11,5,1,5,681,++R++,++r++,++r++
48,13,1,1,1,708,++E++,++n++,++n++
48,8,1,1,1,671,EEEEE,+++++,++e++
48,5,5,1,5,607,++R++,+++++,++r++
48,2,1,1,1,587,EEEEE,+++++,+++++
48,10,1,1,1,664,RRARR,+++++,++r++
48,14,1,1,1,444,EEEEE,++e++,++e++
48,16,1,1,1,571,RRERR,++r++,++r++
48,1,5,1,5,664,++R++,+++++,+++++
48,7,1,1,1,590,++E++,+++++,++r++
48,10,5,1,5,666,AANAA,+++++,++a++
48,1,5,1,5,808,++R++,+++++,+++++
48,15,1,1,1,654,EEAEE,++e++,++e++
48,4,1,1,1,512,RRARR,+++++,+++++
48,1,1,1,1,487,++A++,+++++,+++++
48,1,1,1,1,565,++A++,+++++,+++++
48,4,5,1,5,642,EENEE,+++++,+++++
48,1,1,1,1,510,++A++,+++++,+++++
48,16,5,1,5,623,AARAA,++a++,++a++
48,15,5,1,5,479,RRNRR,++r++,++r++
48,8,5,1,5,525,NNNNN,+++++,++n++
48,12,1,1,1,563,++A++,++e++,++e++
48,7,5,1,5,582,++N++,+++++,++e++
48,12,1,1,1,754,++E++,++a++,++a++
48,16,5,1,5,526,AANAA,++a++,++a++
48,3,1,1,1,705,AAEAA,+++++,+++++
48,1,1,1,1,474,++E++,+++++,+++++
48,15,1,1,1,517,AAEAA,++a++,++a++
48,8,5,1,5,515,RRRRR,+++++,++r++
48,4,1,1,1,701,NNENN,+++++,+++++
49,4,5,1,5,632,NNANN,+++++,+++++
49,6,1,1,1,532,++N++,+++++,++r++
49,1,1,1,1,383,++N++,+++++,+++++
49,7,1,1,1,613,++N++,+++++,++e++
49,15,1,1,1,407,RRNRR,++r++,++r++
49,7,1,1,1,696,++R++,+++++,++e++
49,1,1,1,1,469,++N++,+++++,+++++
49,8,1,1,1,465,NNNNN,+++++,++n++
49,15,5,1,5,626,AAEAA,++a++,++a++
49,6,5,1,5,571,++A++,+++++,++e++
49,8,1,1,1,441,RRRRR,+++++,++r++
49,7,5,1,5,617,++A++,+++++,++n++
49,7,5,1,5,598,++E++,+++++,++n++
49,5,5,1,5,366,++E++,+++++,++e++
49,12,1,1,1,957,++N++,++r++,++r++
49,15,1,1,1,869,NNRNN,++n++,++n++
49,13,1,0,5,851,++R++,++e++,++e++
49,3,5,1,5,607,EEAEE,+++++,+++++
49,5,5,1,5,571,++A++,+++++,++a++
49,1,1,1,1,579,++R++,+++++,+++++
49,16,5,1,5,672,RRERR,++r++,++r++
49,12,5,1,5,940,++E++,++a++,++a++
49,4,1,1,1,546,AANAA,+++++,+++++
49,16,1,1,1,928,AANAA,++a++,++a++
49,9,5,1,5,603,EEAEE,+++++,++e++
49,1,1,1,1,445,++N++,+++++,+++++
49,11,1,1,1,1315,++R++,++r++,++r++
49,16,1,1,1,616,EENEE,++e++,++e++
49,1,1,1,1,577,++R++,+++++,+++++
49,16,1,1,1,587,AARAA,++a++,++a++
49,4,1,1,1,569,EENEE,+++++,+++++
49,13,5,1,5,831,++E++,++n++,++n++
49,2,5,1,5,533,EEEEE,+++++,+++++
49,2,1,1,1,561,NNNNN,+++++,+++++
49,5,1,1,1,591,++R++,+++++,++r++
49,1,1,1,1,489,++R++,+++++,+++++
49,9,5,1,5,532,AAEAA,+++++,++a++
49,16,1,1,1,633,EEREE,++e++,++e++
49,4,5,1,5,532,RRARR,+++++,+++++
49,16,5,1,5,605,RRARR,++r++,++r++
49,8,5,1,5,479,EEEEE,+++++,++e++
49,16,5,1,5,693,NNENN,++n++,++n++
49,12,5,1,5,1004,++A++,++e++,++e++
49,13,1,1,1,1149,++N++,++e++,++e++
49,10,5,1,5,523,RRARR,+++++,++r++
49,1,1,1,1,734,++N++,+++++,+++++
49,6,5,1,5,462,++E++,+++++,++a++
49,14,1,1,1,483,NNNNN,++n++,++n++
49,10,5,1,5,581,RRERR,+++++,++r++
49,13,1,1,1,1365,++N++,++a++,++a++
49,1,5,1,5,791,++A++,+++++,+++++
49,11,5,1,5,551,++E++,++e++,++e++
49,4,1,1,1,625,EEREE,+++++,+++++
49,1,5,1,5,767,++E++,+++++,+++++
49,1,5,1,5,471,++A++,+++++,+++++
49,9,1,1,1,431,RRNRR,+++++,++r++
49,7,5,1,5,464,++E++,+++++,++r++
49,10,5,1,5,550,NNANN,+++++,++n++
49,4,5,0,1,395,NNENN,+++++,+++++
49,10,1,1,1,589,EENEE,+++++,++e++
49,2,1,1,1,459,RRRRR,+++++,+++++
49,5,1,1,1,431,++N++,+++++,++n++
49,15,5,1,5,474,EEAEE,++e++,++e++
49,13,1,1,1,604,++R++,++a++,++a++
49,14,5,1,5,577,AAAAA,++a++,++a++
49,10,1,1,1,525,AARAA,+++++,++a++
49,1,5,1,5,499,++A++,+++++,+++++
49,3,1,1,1,513,NNRNN,+++++,+++++
49,11,1,1,1,335,++N++,++n++,++n++
49,7,5,1,5,497,++A++,+++++,++r++
49,1,5,1,5,504,++E++,+++++,+++++
49,8,5,1,5,403,AAAAA,+++++,++a++
49,1,5,1,5,452,++E++,+++++,+++++
49,13,5,1,5,592,++E++,++r++,++r++
49,14,5,1,5,510,EEEEE,++e++,++e++
49,11,5,1,5,454,++A++,++a++,++a++
49,1,5,1,5,331,++E++,+++++,+++++
49,13,5,1,5,456,++A++,++n++,++n++
49,9,1,1,1,484,NNRNN,+++++,++n++
49,16,5,1,5,381,NNANN,++n++,++n++
49,10,5,1,5,607,NNENN,+++++,++n++
49,7,1,1,1,641,++R++,+++++,++a++
49,12,1,1,1,349,++R++,++n++,++n++
49,3,5,1,5,429,AAEAA,+++++,+++++
49,4,1,1,1,573,AARAA,+++++,+++++
49,10,1,0,5,451,EEREE,+++++,++e++
49,7,1,1,1,597,++N++,+++++,++a++
49,6,1,1,1,496,++R++,+++++,++n++
49,10,1,1,1,541,AANAA,+++++,++a++
49,13,5,1,5,423,++A++,++r++,++r++
49,1,1,1,1,550,++R++,+++++,+++++
49,2,5,1,5,603,AAAAA,+++++,+++++
49,1,5,1,5,427,++A++,+++++,+++++
49,4,5,0,1,401,RRERR,+++++,+++++
49,14,1,1,1,411,RRRRR,++r++,++r++
49,3,1,1,1,514,RRNRR,+++++,+++++
49,8,5,1,5,543,AAAAA,+++++,++a++
49,1,1,1,1,545,++R++,+++++,+++++
49,7,1,1,1,543,++R++,+++++,++e++
49,16,5,1,5,446,RRARR,++r++,++r++
49,12,1,1,1,514,++N++,++r++,++r++
49,6,5,1,5,446,++E++,+++++,++a++
49,3,1,1,1,542,RRNRR,+++++,+++++
49,2,1,1,1,555,RRRRR,+++++,+++++
49,1,5,1,5,476,++E++,+++++,+++++
49,13,5,1,5,515,++E++,++n++,++n++
49,8,1,1,1,666,NNNNN,+++++,++n++
49,9,1,1,1,421,NNRNN,+++++,++n++
49,15,1,1,1,425,RRNRR,++r++,++r++
49,2,1,1,1,546,NNNNN,+++++,+++++
49,3,5,1,5,465,AAEAA,+++++,+++++
49,7,5,1,5,447,++A++,+++++,++r++
49,10,5,1,5,606,NNENN,+++++,++n++
49,16,1,1,1,526,AARAA,++a++,++a++
49,16,1,1,1,515,EENEE,++e++,++e++
49,13,1,1,1,578,++N++,++a++,++a++
49,1,5,1,5,493,++A++,+++++,+++++
49,14,1,1,1,431,RRRRR,++r++,++r++
49,7,1,1,1,618,++N++,+++++,++e++
49,6,5,1,5,702,++A++,+++++,++e++
49,5,5,1,5,723,++E++,+++++,++e++
49,1,1,1,1,504,++N++,+++++,+++++
49,4,1,1,1,610,EEREE,+++++,+++++
49,4,5,1,5,559,NNENN,+++++,+++++
49,1,1,1,1,719,++R++,+++++,+++++
49,16,5,1,5,621,NNANN,++n++,++n++
49,16,5,0,1,135,RRERR,++r++,++r++
49,11,5,1,5,1470,++E++,++e++,++e++
49,4,1,1,1,594,EENEE,+++++,+++++
49,3,5,1,5,549,EEAEE,+++++,+++++
49,1,5,1,5,468,++A++,+++++,+++++
49,7,5,1,5,529,++E++,+++++,++r++
49,5,1,1,1,378,++N++,+++++,++n++
49,1,5,1,5,429,++E++,+++++,+++++
49,3,1,1,1,485,NNRNN,+++++,+++++
49,9,5,1,5,481,AAEAA,+++++,++a++
49,14,5,1,5,396,EEEEE,++e++,++e++
49,14,1,1,1,381,NNNNN,++n++,++n++
49,1,5,1,5,409,++A++,+++++,+++++
49,4,5,1,5,491,RRERR,+++++,+++++
49,11,1,1,1,591,++N++,++n++,++n++
49,10,1,1,1,688,EEREE,+++++,++e++
49,5,1,1,1,533,++R++,+++++,++r++
49,1,5,1,5,435,++E++,+++++,+++++
49,13,5,1,5,548,++A++,++r++,++r++
49,9,5,1,5,467,EEAEE,+++++,++e++
49,15,5,1,5,464,AAEAA,++a++,++a++
49,12,5,1,5,608,++E++,++a++,++a++
49,12,1,1,1,941,++R++,++n++,++n++
49,11,5,1,5,423,++A++,++a++,++a++
49,7,5,1,5,427,++A++,+++++,++n++
49,1,1,1,1,663,++R++,+++++,+++++
49,9,1,1,1,490,RRNRR,+++++,++r++
49,6,1,1,1,468,++R++,+++++,++n++
49,4,5,1,5,490,RRARR,+++++,+++++
49,1,1,1,1,574,++N++,+++++,+++++
49,13,5,1,5,411,++E++,++r++,++r++
49,13,1,1,1,413,++R++,++e++,++e++
49,1,1,1,1,616,++R++,+++++,+++++
49,13,5,1,5,407,++A++,++n++,++n++
49,10,1,1,1,623,AANAA,+++++,++a++
49,10,1,1,1,530,AARAA,+++++,++a++
49,12,5,1,5,463,++A++,++e++,++e++
49,8,5,1,5,437,EEEEE,+++++,++e++
49,13,1,1,1,404,++R++,++a++,++a++
49,6,1,1,1,424,++N++,+++++,++r++
49,16,1,1,1,569,EEREE,++e++,++e++
49,7,5,1,5,543,++E++,+++++,++n++
49,14,5,1,5,518,AAAAA,++a++,++a++
49,1,1,1,1,412,++N++,+++++,+++++
49,7,1,1,1,538,++N++,+++++,++a++
49,8,1,1,1,474,RRRRR,+++++,++r++
49,2,5,1,5,453,AAAAA,+++++,+++++
49,13,1,1,1,538,++N++,++e++,++e++
49,1,5,1,5,456,++A++,+++++,+++++
49,7,1,1,1,457,++R++,+++++,++a++
49,4,1,1,1,671,AARAA,+++++,+++++
49,2,5,1,5,448,EEEEE,+++++,+++++
49,10,5,1,5,557,NNANN,+++++,++n++
49,5,5,1,5,452,++A++,+++++,++a++
49,16,5,0,1,381,NNENN,++n++,++n++
49,4,5,1,5,468,NNANN,+++++,+++++
49,15,5,1,5,535,EEAEE,++e++,++e++
49,1,5,1,5,574,++E++,+++++,+++++
49,10,5,1,5,471,RRERR,+++++,++r++
49,10,1,1,1,655,EENEE,+++++,++e++
49,16,1,1,1,579,AANAA,++a++,++a++
49,15,1,1,1,657,NNRNN,++n++,++n++
49,1,1,1,1,516,++N++,+++++,+++++
49,11,1,1,1,584,++R++,++r++,++r++
49,4,1,0,5,424,AANAA,+++++,+++++
49,10,5,1,5,520,RRARR,+++++,++r++
49,1,5,1,5,699,++E++,+++++,+++++
49,1,1,1,1,495,++N++,+++++,+++++
49,1,1,1,1,843,++N++,+++++,+++++
49,1,5,1,5,530,++E++,+++++,+++++
49,16,1,1,1,553,EEREE,++e++,++e++
49,7,5,1,5,495,++A++,+++++,++n++
49,9,5,1,5,1021,AAEAA,+++++,++a++
49,4,1,1,1,1108,AARAA,+++++,+++++
49,13,1,1,1,1231,++R++,++a++,++a++
49,11,1,1,1,517,++R++,++r++,++r++
49,9,1,1,1,442,NNRNN,+++++,++n++
49,2,5,0,1,442,EEEEE,+++++,+++++
49,10,5,1,5,519,RRARR,+++++,++r++
49,1,1,1,1,595,++R++,+++++,+++++
49,16,5,1,5,562,NNENN,++n++,++n++
49,4,1,1,1,622,AANAA,+++++,+++++
49,2,1,1,1,503,NNNNN,+++++,+++++
49,16,1,1,1,477,AANAA,++a++,++a++
49,4,5,1,5,506,RRERR,+++++,+++++
49,12,5,1,5,415,++E++,++a++,++a++
49,14,1,1,1,409,RRRRR,++r++,++r++
49,3,5,1,5,400,AAEAA,+++++,+++++
49,16,1,1,1,503,AARAA,++a++,++a++
49,1,5,1,5,616,++E++,+++++,+++++
49,7,1,1,1,473,++N++,+++++,++e++
49,5,5,1,5,423,++E++,+++++,++e++
49,12,1,1,1,466,++N++,++r++,++r++
49,7,1,0,5,469,++N++,+++++,++a++
49,1,1,1,1,467,++R++,+++++,+++++
49,1,5,1,5,487,++A++,+++++,+++++
49,11,5,1,5,613,++A++,++a++,++a++
49,7,5,1,5,462,++E++,+++++,++r++
49,2,5,1,5,532,AAAAA,+++++,+++++
49,4,5,1,5,585,NNENN,+++++,+++++
49,16,5,1,5,485,NNANN,++n++,++n++
49,13,5,1,5,588,++A++,++n++,++n++
49,15,5,1,5,441,EEAEE,++e++,++e++
49,14,5,1,5,361,AAAAA,++a++,++a++
49,1,1,1,1,403,++N++,+++++,+++++
49,16,5,1,5,476,RRARR,++r++,++r++
49,13,1,1,1,577,++N++,++a++,++a++
49,10,1,1,1,552,AANAA,+++++,++a++
49,4,5,1,5,360,RRARR,+++++,+++++
49,13,1,1,1,572,++R++,++e++,++e++
49,15,1,1,1,442,RRNRR,++r++,++r++
49,7,5,1,5,495,++E++,+++++,++n++
49,4,5,1,5,517,NNANN,+++++,+++++
49,12,1,1,1,795,++R++,++n++,++n++
49,10,1,0,5,423,EENEE,+++++,++e++
49,8,5,1,5,516,AAAAA,+++++,++a++
49,6,5,1,5,558,++E++,+++++,++a++
49,1,5,1,5,351,++A++,+++++,+++++
